TWEET # , MESSAGE , MATCH , POLARITY
2168, joshmcneil  , No Match, Neutral 
2169, joerogan this is michael osterholm he is the director of the center for infectious disease research and policy at the university of m , No Match, Neutral 
2170, this is upsetting i really hope mpow pays our students and contract workers those who cannot work offsite and hav  , upsetting | work | , Neutral 
2171, zeke70787084 i am blessed to say that i will continue my academic and athletic career at averett university id like to thank my high , like | thank | , Positive 
2172, touchfaith your universitys zoom license amp the accounts attached to it are designed to funnel affirmation to its admin that their e , affirmation, Positive 
2173, domwall after much consideration id like to announce my commitment to zoom university to further my education thank you to everyo , like | commitment | thank | , Positive 
2174, ibjiyongi university and college presidents are being irresponsible by not universally sending the message that faculty should put the , irresponsible, Negative 
2175, bbc news  van dyck painting stolen from university of oxford gallery  , stolen, Negative 
2176, stuckin48403550 the young people are all right i live in an r1 university town that closed to go allonline and knowing that theyre , right, Positive 
2177, joshmcneil  , No Match, Neutral 
2178, regentuesports show us your support and send us to one of the biggest tourneys  andboxofficial aimlabgg ra , support, Positive 
2179, lilroyalty12 yesssss sirrrrrr congrats lil cuzzo  , No Match, Neutral 
2180, ibjiyongi university and college presidents are being irresponsible by not universally sending the message that faculty should put the , irresponsible, Negative 
2181, univers1057fm university of ghana vicechancellor prof ebenezer oduro owusu addresses members of the university community on covid1 , No Match, Neutral 
2182, you know if for some reason i was teaching at a turkish university this school year id already know i had three  , No Match, Neutral 
2183, bloombergme every us university should repurpose their gyms and arenas as centralized quarantine facilities   they have the space and , No Match, Neutral 
2184, johnnylaticia condorlaw chanelrion mr cain another chinese scientist was arrested dec 10 2019 at boston airport he had 21 vials , No Match, Neutral 
2185, 2 lowincome students often depend on the university for financial aid as well as both food and housing more than  , well, Positive 
2186, chrisdunkerljs university of nebraska president ted carter to employees 80 hours paid leave to selfquarantine care for someone with , No Match, Neutral 
2187, msuniversity ms university 1 msuniversity       3142   21324 , No Match, Neutral 
2188, sardesairajdeep  neta nagri programme   it cell  whatsapp university overdrive    second  video edit    , No Match, Neutral 
2189, coachopeele university of ghana suspends lectures and we cannot use common sense to close down schools especially nursery and primary , No Match, Neutral 
2190, ashiannahaven  university series  author gwynette jan saludes gwyomi 4reuminct  ouline sketch edition female characters lock , No Match, Neutral 
2191, my friend just got off a fema call she works for the state university and they are concerned americans dont have  , works | concerned | , Neutral 
2192, watch my university only suspend classes after my exams week , No Match, Neutral 
2193, adamtooze can this be correct the wealthy university of chicago is not paying basic ra salaries  , correct | wealthy | , Positive 
2194, happy989fm coronavirusupdates coronavirus case identified at the university of ghana  more on  happyghana h , No Match, Neutral 
2195, rgoodlaw look weve got to abandon this idea that this virus is contained makary said it is at large and assume its on every d , virus, Negative 
2196, joshmcneil  , No Match, Neutral 
2197, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2198, loverpakarmy the shaheed captain was also part of the operational team during the bacha khan university attack in charsadda in january , attack, Negative 
2199, ilsovrano conte servo del vaticano e finanza internazionale formato all istituto nazaret di roma e nella massoneria skull and bones , No Match, Neutral 
2200, joshmcneil  , No Match, Neutral 
2201, urgent critical shortage of covid19 coronavirus protective equipment for healthcare workers to endcoronavirus , urgent | critical | shortage | protective | , Negative 
2202, gatorstrump i have decided to enforce a travel ban blocking any travel into the university of florida from tallahassee a ratinfested , No Match, Neutral 
2203, patrickcook28  , No Match, Neutral 
2204, africafactszone university of ghana has suspended lectures social and religious gatherings and sporting activities after a student t , No Match, Neutral 
2205, mskellymhayes a friend of mine is working to ensure that staff at her university who are vulnerable to domestic or community violence , vulnerable, Negative 
2206, unibirmingham covid19 update 15320 we are emailing all students and staff this afternoon with an update please check your email i , No Match, Neutral 
2207, veraarm38940796 on jamboree  i went to university high , No Match, Neutral 
2208, joshmcneil  , No Match, Neutral 
2209, the view for todays media team meeting judgemichellerick4micoanet besafe  michigan state university  , No Match, Neutral 
2210, msandoz wits students live in braamparktownnewtown amp some auckland park with other students   they shop at pnp in braam where most , No Match, Neutral 
2211, god is good , good, Positive 
2212, rahul1262095128 khannawab1 indiasmuslims nisarewaris1 adeelkhanazmi arham1551 amanshan2 daudkhan3283  , No Match, Neutral 
2213, joshmcneil  , No Match, Neutral 
2214, fabbrocinim limmagine dice tante cose , No Match, Neutral 
2215, desssb awh man this is great congratulations lovebug , great | congratulations | , Positive 
2216, gjisporicreturn this man is joseph bournemouth a scientist at the university of chicago who has found a project for the covid19 vac , No Match, Neutral 
2217, knustlive news on knust shuttles   in case of conjestion on the campride shuttles we may consider suspending it usage it would b , No Match, Neutral 
2218, jasonyanowitz stage 4 contd   there arent enough doctors and nurses  theyre calling retired ones and those in their last 2 year , enough, Positive 
2219, onlylilibee age has nothing to do with marriage iykeresa are done with universitytheyr working ampsense of reasoning shows maturity , maturity, Positive 
2220, if youre a professor teaching remotely who owns the recording of your zoom video your university hearing different things , No Match, Neutral 
2221, onlylilibee age has nothing to do with marriage iykeresa are done with universitytheyr working ampsense of reasoning shows maturity , maturity, Positive 
2222, ibjiyongi i think how university leaderships handle themselves right now will have longterm consequences for their reputations facult , right, Positive 
2223, tzelko2 doodisgirl ilhan now is the time for university to dramatically lower tuition cost , No Match, Neutral 
2224, touchfaith quick thread on why i stopped using my universitylicensed zoom account , No Match, Neutral 
2225, serwaaamihere university of ghana on covid19 outbreak  , outbreak, Negative 
2226, joshmcneil  , No Match, Neutral 
2227, francisabban theres more movement and action latest is the university of ghana coronavirusghana  , No Match, Neutral 
2228, a whole university of ghana cant utilize its email system to send information and course of action to its students waste of it fees , waste, Negative 
2229, jayatichaudhur3 friends from all over the world europeusuk onset prevention measures for corona virus a must read  from universi , virus, Negative 
2230, joshmcneil  , No Match, Neutral 
2231, mensaduncan just in university of ghana suspends lectures after confirmed case of coronavirus  , No Match, Neutral 
2232, a wisconsin state journal analysis of uw campuses records logs found wide variation in the amount of time it takes  , No Match, Neutral 
2233, joshmcneil  , No Match, Neutral 
2234, martinkl in 1665 the university of cambridge temporarily closed due to the bubonic plague isaac newton had to work from home and he , plague | work | , Neutral 
2235, joshmcneil  , No Match, Neutral 
2236, kingpete she got a 27 cuz she be on tour and one of the top artist in the world yall got a 26 cuz yall smoke weed all day and , top | smoke | weed | , Negative 
2237, naledimashishi the student hasnt only come into contact with their classmates theyve come into contact with people from other facul , No Match, Neutral 
2238, rebeliez uitm  university immune terhadap masalah  yea definition accepted , No Match, Neutral 
2239, pdchina as march braces the season of cherry blossoms wuhan university on monday will launch a channel on social media to livestream , No Match, Neutral 
2240, robert caslen give a partialhousing and meal plan refund at the university of south carolina  sign the petition  , refund, Positive 
2241, pikettylemonde my new book capital and ideology will be released by harvard university press in a few weeks  for now all data series , No Match, Neutral 
2242, joshmcneil  , No Match, Neutral 
2243, starcre8tor aaand now we have a serious problem  one student got infectedafter 34 days being in the universityhow many people di , problem, Negative 
2244, thecoachtube one of the biggest challenges i see in sports these days is your word means less i told my son  if you make a commi , No Match, Neutral 
2245, renataskitchen want to support renatas kitchen during the covid19 outbreak and still stay at home buy a gift card on our website  , support | outbreak | , Neutral 
2246,   , No Match, Neutral 
2247, kaymahapa how the fuck do you self quarantine in a student accommodation how , fuck, Negative 
2248, nkanyisongqulu wits university is just like the country  a university without a leader one student tested positive now they are onl , like | positive | , Positive 
2249, realdonaldtrump governorva please please please do something to get jerry to shut down liberty university for the  , liberty, Positive 
2250, sardesairajdeep  neta nagri programme   it cell  whatsapp university overdrive    second  video edit    , No Match, Neutral 
2251, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2252, tiefenkultur vom 201219  kultur verlngert das leben   forscher vom university college london sagen   langesleben amp kulturelle , No Match, Neutral 
2253, pulseghana university of ghana student tests positive of coronavirus lectures suspended   , positive, Positive 
2254, joshmcneil  , No Match, Neutral 
2255, joshmcneil  , No Match, Neutral 
2256, tzelko2 doodisgirl ilhan now is the time for university to dramatically lower tuition cost , No Match, Neutral 
2257, gillgodwin students not afraid of covid19 need to get woke and think of others cndpoli covid19  , afraid, Negative 
2258, i have officially committed to averett university to continue my education and football career at the collegiate le  , No Match, Neutral 
2259, jetdriver    , No Match, Neutral 
2260, the data is from john hopkins university center for systems science and engineering which i believe is a reliable  , reliable, Positive 
2261, kaymahapa how the fuck do you self quarantine in a student accommodation how , fuck, Negative 
2262, joshmcneil  , No Match, Neutral 
2263, touchfaith what it can potentially do is some harm reduction work it can stop the accumulation of data that enable surveillance and o , harm | work | , Neutral 
2264, piscesedna the pisces local organizing committee and the university of guelph take the wellbeing of our delegates very seriously gi , wellbeing, Positive 
2265, pulseghana university of ghana student tests positive of coronavirus lectures suspended   , positive, Positive 
2266, joshmcneil  , No Match, Neutral 
2267, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2268, joshmcneil  , No Match, Neutral 
2269, rebeliez uitm  university immune terhadap masalah  yea definition accepted , No Match, Neutral 
2270, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2271, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2272, joshmcneil  , No Match, Neutral 
2273, mybmc pmoindia hmoindia mohfwindia cmomaharashtra mayormumbai mybmchealthdept pibmumbai what about univer  , No Match, Neutral 
2274, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2275, nlesdca edugovnl nlfosc nlteachersassoc sothe university suspends classes but its ok to open public schools wtf , No Match, Neutral 
2276, hamzycode super exciting event first ever university sdgs summit and i joined dattijo on a panel was refreshing and inspiring heari , super | exciting | refreshing | inspiring | , Positive 
2277, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2278, anthonyocampo the university of chicagowhose endowment is 85 billionwont be paying their resident assistants ras their spring q , No Match, Neutral 
2279, kymkemp ouch norway university talks smack about usas healthcare , smack, Negative 
2280, richardbarrow chulalongkorn university has announced the closure of the faculty of law for one week after someone was found to be infe , No Match, Neutral 
2281, 48 need a serious reality check i didnt know 48 went to trump university , trump, Positive 
2282, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2283, naadei avoid crowded places   educated people , crowded | educated | , Neutral 
2284, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2285, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2286, 40head 4 michael greshko is quite an accomplished writer he graduated from vanderbilt university with a bachelors degree in ecology , accomplished, Positive 
2287, rebeliez uitm  university immune terhadap masalah  yea definition accepted , No Match, Neutral 
2288, joshmcneil  , No Match, Neutral 
2289, serwaaamihere university of ghana on covid19 outbreak  , outbreak, Negative 
2290, sarahothmann                         , No Match, Neutral 
2291, kenya university of nairobi uon has suspended classes over coronavirus covid19 , No Match, Neutral 
2292, jasonyanowitz stage 4 contd   there arent enough doctors and nurses  theyre calling retired ones and those in their last 2 year , enough, Positive 
2293, kingpete she got a 27 cuz she be on tour and one of the top artist in the world yall got a 26 cuz yall smoke weed all day and , top | smoke | weed | , Negative 
2294, aaishadadipatel wits university confirms medical student who was in contact with covid19 patient has tested positive for the virus h , patient | positive | virus | , Positive 
2295, naadei avoid crowded places   educated people , crowded | educated | , Neutral 
2296, muskaankr uddhavthackeray please cancel university exams most of university students in mumbai travel in local trains from far off d , No Match, Neutral 
2297, news24 just in wits university instructs 350 students to go in selfquarantine as one student tests positive for coronavirus  covid , positive, Positive 
2298, in honor of sid hartmans 100th birthday my favorite bit if sid trivia  as the gm of the minneapolis lakers sid  , honor | favorite | , Positive 
2299, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2300, marlin1709 blessed to say that i have received an d1 offer from the university of new mexico golobos rghoneycutt rgeagles shaw , No Match, Neutral 
2301, envirodi lauraelliott3 grizatlcp danielsgoldman barkflight the university of washington is offering tests with an 8hour turnaroun , No Match, Neutral 
2302, paulcoxon in 1665 the university of cambridge temporarily closed due to the great plague isaac newton had to switch to a virtual lear , great | plague | , Neutral 
2303, bsullivan704 while trump is participating in the nationaldayofprayer by satellite falwell jr is holding a mens conference of 1000 , trump, Positive 
2304, nelvaldez there is comfort in knowing that its there says psychologist mary alvord associate professor of psy  , comfort, Positive 
2305, touchfaith it can lessen confidence that the sociality of the university must be conducted under the watchful eye of managmt perhaps , confidence, Positive 
2306, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2307, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2308, bro how tf can you not love this university gogators gatorbait wideneck , love, Positive 
2309, rebecaleal36 yall literally bullied an entire university into suspending classes huh , No Match, Neutral 
2310, joshmcneil  , No Match, Neutral 
2311, thefishareloose one of the most disturbing consequences of the virus has been how it is being weaponised as an excuse to target migran , disturbing | virus | excuse | , Negative 
2312, ignar4real claireshrugged the lead researcher is professor ravindra kumar gupta from the university of cambridge , lead, Positive 
2313, kiarasymone this is major iykyk , No Match, Neutral 
2314, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2315, pulseghana university of ghana student tests positive of coronavirus lectures suspended   , positive, Positive 
2316, percysperson whitefieldbrent roddreher quote from dr john swartzberg specialist in infectious disease and clinical professor emer , No Match, Neutral 
2317, claude995ntak rwandalocalgov rwandasouth sdusengiyumva primaturerwanda rebrwanda what about students of university of rwanda how , No Match, Neutral 
2318, simonlaurence16 aintsnp tommy58316458 scotslassie56 joebaird1972 kaydm49 it was edinburgh    , No Match, Neutral 
2319, only1guss congrats , No Match, Neutral 
2320, joshmcneil  , No Match, Neutral 
2321, ajlamesa norwegian university is warning students to return from countries like the us with poorly developed collective infrastruct , warning | like | poorly | , Negative 
2322, joshmcneil  , No Match, Neutral 
2323, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2324, tomhostler list of what all uk universities are doing re coronavirus big range of different responses and closure timeframes doesnt , No Match, Neutral 
2325, so sorry youre going through this also everybody should buy lees book  , sorry, Negative 
2326, hawkinshsm me when i let my phone ring when w university calls me bc i hate talking to people on the phone  , hate, Negative 
2327, troywsj brucefeldmancfb wsj where was this guys during swine flubird fluwes nile canada has a cure tennessee  , cure, Positive 
2328, pulseghana university of ghana student tests positive of coronavirus lectures suspended   , positive, Positive 
2329, joshmcneil  , No Match, Neutral 
2330, michaelharriot i dont know why but when i hear nonamericans say the went to university i feel like they studied harder than peop , like, Positive 
2331, daymondavid extremely blessed to receive an offer from temple university  wardth09  , No Match, Neutral 
2332, ibjiyongi university and college presidents are being irresponsible by not universally sending the message that faculty should put the , irresponsible, Negative 
2333, analystone precautions against covid19 in mess n washroom at damodaram sanjivayya national law university vizag sad state of affa , mess | sad | , Negative 
2334, ntvnewsnl memorial university suspends classes next week    , No Match, Neutral 
2335, photos student of niger delta university dies in fatal accident in bayelsa   , dies | fatal | , Negative 
2336, sheaserrano  , No Match, Neutral 
2337, honeybhighton offsite working  the university of edinburgh featuring use of the lovely scottish word outwith which might be nicer , lovely | nicer | , Positive 
2338, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2339, shawnsmith1117 class 2023 isaiah smith shawnsmith1117  height 62 primarysecondary positionpgsg school chapmanville region high , No Match, Neutral 
2340, university of ghanaug all lectures suspended university of cape coastucc midsem exams postponed  knust  n  , No Match, Neutral 
2341, satishee get ahead in your career by applying for postgraduate programmes at cept university aeeeindia has been a beneficiary by h , beneficiary, Positive 
2342, tinanguyen considering that this thread is getting a lot of attention my friend is urging people to read this article from asafbit , No Match, Neutral 
2343, joshmcneil  , No Match, Neutral 
2344, another trump university graduate here , trump, Positive 
2345, shehusani dear gov ganduje my passionate appealpls reach out to the family of d late gov rimi amp discuss the possibility of convertin , passionate, Positive 
2346, univers1057fm the src would from tomorrow negotiate possible ways of ensuring visitors using the various entries of the university are , No Match, Neutral 
2347, joshmcneil  , No Match, Neutral 
2348, ayodejiosowobi sexformarks recall the student who exposed professor akindele of the obafemi awolowo university oau for sexual hara , No Match, Neutral 
2349, this is how i feel as a singaporean , No Match, Neutral 
2350, trackanthony being an out of state student most of all of my materials for classes are back at school and due to caution i had to scra , No Match, Neutral 
2351, honeybhighton offsite working  the university of edinburgh featuring use of the lovely scottish word outwith which might be nicer , lovely | nicer | , Positive 
2352, joshmcneil  , No Match, Neutral 
2353, opindiain     100                , No Match, Neutral 
2354, univers1057fm src would intensify its request for the university to restore water supply on campus iagyemang19  nuerteyelliot  kw , No Match, Neutral 
2355, contemprainn 100 solar powered quadcopter drone the national university of singapore solarenergy drone solarpower drones io , drones, Negative 
2356, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2357, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2358, 13wmaznews we were all really confused mercer students react to universitys covid19 plan  , confused, Negative 
2359, opindiain     100                , No Match, Neutral 
2360, rodeokitten resjudigator my place is pretty small so our inhouse stuff should be fine but we rely on zoom for  , pretty | fine | , Positive 
2361, joshmcneil  , No Match, Neutral 
2362, news24 just in wits university instructs 350 students to go in selfquarantine as one student tests positive for coronavirus  covid , positive, Positive 
2363, ilsovrano conte servo del vaticano e finanza internazionale formato all istituto nazaret di roma e nella massoneria skull and bones , No Match, Neutral 
2364, joshmcneil  , No Match, Neutral 
2365, after months of thinking and doing research i am so proud to announce that im oficially committed to corona univer  , proud, Positive 
2366, joshmcneil  , No Match, Neutral 
2367, this only makes sense considering the side of our population compared to saywell  italy for one , No Match, Neutral 
2368, jimjordan realdonaldtrump oh kinda like ignoring sexual assaults at your shit university go fuck yourself , like | shit | fuck | , Negative 
2369, ibjiyongi i just want to say that university administrators look like total assholes right now making people worry about lab productiv , like | right | worry | , Positive 
2370, damnwideneck1 im happy to announce that ill be attending the university of florida amp playing for the gators starting the 20202021 s , happy, Positive 
2371, joshmcneil  , No Match, Neutral 
2372, univers1057fm the src would from tomorrow negotiate possible ways of ensuring visitors using the various entries of the university are , No Match, Neutral 
2373, eu , No Match, Neutral 
2374, close all social gatherings ooooo nakufoaddo coronavirusghana , No Match, Neutral 
2375, msstate mississippi state university president mark keenum issues a personal message for the bulldog family in the wake of the covid1 , issues, Negative 
2376, while googling for ways to disinfect i came upon this university website its a great thing that they used thei  , great, Positive 
2377, vandyck painting stolen from university of oxford gallery   , stolen, Negative 
2378, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2379, iamkaakyire knust covid19 polls  in view of recent happenings the knust src parliamentary council has outlined some options for mana , No Match, Neutral 
2380, raya1exandria ya heardddd , No Match, Neutral 
2381, timesofindia the university of hyderabad has suspended all academic activities including classesampexaminations with immediate effect , No Match, Neutral 
2382, somaliafuture fizzydiva sompundit you dont see anything wrong with 4 men ganging up on a somali girl or did th  , wrong, Negative 
2383, coderhub president uhuru kenyatta all university students should be at home by friday   university students  , No Match, Neutral 
2384, before you cast your vote hope you take into consideration the positive and negative aspects of every option , positive | negative | , Neutral 
2385, sheaserrano  , No Match, Neutral 
2386, kenyatta university taking precautions earlier today to prevent spread of corona virus president uhuru kenyatta ha  , virus, Negative 
2387, joshmcneil  , No Match, Neutral 
2388, contemprainn 100 solar powered quadcopter drone the national university of singapore solarenergy drone solarpower drones io , drones, Negative 
2389, maastrichtu we encourage you to follow the advice of carelstolker rector magnificus amp president leiden university urgent appeal to a , encourage | urgent | appeal | , Positive 
2390, joshmcneil  , No Match, Neutral 
2391, ajlamesa norwegian university is warning students to return from countries like the us with poorly developed collective infrastruct , warning | like | poorly | , Negative 
2392, busyelves really , No Match, Neutral 
2393, naadei avoid crowded places   educated people , crowded | educated | , Neutral 
2394, my university has suspended study for the foreseeable future due to the covid19 situation in light of that ive  , No Match, Neutral 
2395,  ffs greedy selfish possibly for moneyrunny noses not arsestissues not toilet tissue really i been asked t  , greedy | selfish | , Negative 
2396, vivekagnihotri there is a difference  swamy39 was teaching economics at harvard university while these mullas are teaching the scien , No Match, Neutral 
2397, henryfaraday before we know then the whole university community is affected no matter how many hand sanitizer you provide at places  , No Match, Neutral 
2398, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2399, say what zoomus  zoomsurveillance  , No Match, Neutral 
2400, joshmcneil  , No Match, Neutral 
2401, elicyfa ashesi university students shouldnt be worried about this virus cos they already in self isolation , worried | virus | isolation | , Negative 
2402, walkinonline hello guys  darel tshirts now restocked in all sizes and numerous designs for you gh50 each accra branch 05403068 , No Match, Neutral 
2403, well there you have it patsies or a plandemic after all   , well, Positive 
2404, joshmcneil  , No Match, Neutral 
2405, neourl wits senior executive team shut down wits university to prevent covid19 spread  sign the petition  , No Match, Neutral 
2406, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
2407, maplesimmer presents the sims 4 rags to riches discover university edition pt 32 final term  via youtube , No Match, Neutral 
2408, yhazony new social reality my kids are home from university my soninlaw and daughter are babysitting my grandsonhome from nurse , No Match, Neutral 
2409, joshmcneil  , No Match, Neutral 
2410, tuscdean the link below came from president diacon here at kent state tuscarawas we are implementing the conversion from face to fac , No Match, Neutral 
2411, it has hit me so hard that my university life has probably ended and there is so much i did not do so many people  , hard, Negative 
2412, ajlamesa norwegian university is warning students to return from countries like the us with poorly developed collective infrastruct , warning | like | poorly | , Negative 
2413, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2414, anondecoder what school did bill gates go to  why was gates funding biotech vir in october 2019 why did gates resign from berkshire , No Match, Neutral 
2415, 7on7 blazon collin hurst qb fr  western high schoolsouth florida express 15u 7on7 davie fl and nick  , No Match, Neutral 
2416, simonlaurence16 aintsnp tommy58316458 scotslassie56 joebaird1972 kaydm49 it was edinburgh    , No Match, Neutral 
2417, were ready to partner university press to develop education sector says makinde   , ready, Positive 
2418, sirtomi26 this is my village ngururi in alau ward of jere lga located less than 20km from the university of maiduguri 300m from the , No Match, Neutral 
2419, sheaserrano  , No Match, Neutral 
2420, narendramodi sir please request to sadar patel university balaghat m p to shutdown the collage due to corona v  , No Match, Neutral 
2421, joshmcneil  , No Match, Neutral 
2422, msandoz wits students live in braamparktownnewtown amp some auckland park with other students   they shop at pnp in braam where most , No Match, Neutral 
2423, ahmadblack35 mannn aint nobody beatin us neck season  , No Match, Neutral 
2424, news24 just in wits university instructs 350 students to go in selfquarantine as one student tests positive for coronavirus  covid , positive, Positive 
2425, tinanguyen 14x apparently this thread is blowing up so hes urging everyone to read this article from harvard universitys asaf b , No Match, Neutral 
2426, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2427, ibjiyongi i just want to say that university administrators look like total assholes right now making people worry about lab productiv , like | right | worry | , Positive 
2428, icanblush esseattle aslavitt i was at the university of washington on monday and i saw groups playing full 5 on  , No Match, Neutral 
2429, univers1057fm src would intensify its request for the university to restore water supply on campus iagyemang19  nuerteyelliot  kw , No Match, Neutral 
2430, sumoh7 opinion  im a scandinavian political scientist bernies wrong about democratic socialism    by daniel schatz visiting sch , wrong, Negative 
2431, while the city is gradually being shut down due to coronavirus theres mumbai university unimumbai refusing t  , refusing, Negative 
2432, joshmcneil  , No Match, Neutral 
2433, theagentndn ugh you selfish fcking arseholes this age group is among the most likely to be asymptomatic carriers of covid19  ive p , ugh | selfish | , Negative 
2434, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2435, wtnh latest bolton newfairfield and region 13 schools are the latest school districts to close amid coronavirus concerns   htt , concerns, Negative 
2436, anthonyocampo the university of chicagowhose endowment is 85 billionwont be paying their resident assistants ras their spring q , No Match, Neutral 
2437, debodebsss university of ghana has cancelled ias and programmes yet the water isnt flowing in some part of the school are we going t , No Match, Neutral 
2438, sumoh7 opinion  im a scandinavian political scientist bernies wrong about democratic socialism    by daniel schatz visiting sch , wrong, Negative 
2439, joshmcneil  , No Match, Neutral 
2440, joshmcneil  , No Match, Neutral 
2441, malaymail covid19 johors uthm suspends lessons gatherings after one university staff tests positive  , positive, Positive 
2442, mybmc pmoindia hmoindia mohfwindia cmomaharashtra mayormumbai mybmchealthdept pibmumbai how are they goin  , No Match, Neutral 
2443, flackitsman alhamdulillah rector aswara masih berhati perut class cancelled and cuti untuk 2 minggu disebabkan covid19 i always re , No Match, Neutral 
2444, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2445, cbsnewyork breaking newark university hospital worker tests positive for coronavirus covid19  cbsnewyork , breaking | positive | , Neutral 
2446, joshmcneil  , No Match, Neutral 
2447, dailynorseman in honor of sid hartmans 100th birthday my favorite bit if sid trivia  as the gm of the minneapolis lakers sid hartm , honor | favorite | , Positive 
2448, saudidrpy yemendevelopment students at the university of saba region in marib can now continue their educational journey by attend , No Match, Neutral 
2449, now corona virus is an serious matter in jaipur  so please postponed the exam of rajasthan university jaipur  ashokgehlot51  sachinpilot , virus, Negative 
2450, obarthofficial making  50gp in a semester in the university is overrated  i had that in my first semester though i dropped to 4 , overrated, Negative 
2451, eyitayojay no nacome check afe babalola university , No Match, Neutral 
2452, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2453, beingamit209 every other university lets declare holiday for 12 weeks to stop spread of coronavirus mumbai university  , No Match, Neutral 
2454, joshmcneil  , No Match, Neutral 
2455, university of nairobi has suspended classes over corona virus following president uhurus directive vc stephen kiama , virus, Negative 
2456, joshmcneil  , No Match, Neutral 
2457, joshmcneil  , No Match, Neutral 
2458,                      , No Match, Neutral 
2459, sheaserrano  , No Match, Neutral 
2460, thesenator045 in my country if you finish secondary school you further to university na , No Match, Neutral 
2461, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2462, katzenbrau indeed the pmc that now populates the civil service the organs of journalism tech and finance and the  , No Match, Neutral 
2463, damnwideneck1 im happy to announce that ill be attending the university of florida amp playing for the gators starting the 20202021 s , happy, Positive 
2464, naledimashishi the student hasnt only come into contact with their classmates theyve come into contact with people from other facul , No Match, Neutral 
2465, spallage  luniversit du luxembourg nous gnralisons le travail  distance unilu belvalnews   , No Match, Neutral 
2466, hota hai asa petrol pumps pr kabhi kabhi , No Match, Neutral 
2467, graphicmatt this is already the case united bldg on dundas and university is selling 279 sqft unit starting at 707990 , No Match, Neutral 
2468, anthonyocampo the university of chicagowhose endowment is 85 billionwont be paying their resident assistants ras their spring q , No Match, Neutral 
2469, student of niger delta university dies in fatal accident in bayelsa photos   , dies | fatal | , Negative 
2470, joshmcneil  , No Match, Neutral 
2471, so excited to watch benduyeaney1 continue her journey at university of arizona , excited, Positive 
2472, tinanguyen and while everyones liking this tweet heres the article my friend is urging me to share from harvard universitys asaf , liking, Positive 
2473, joshmcneil  , No Match, Neutral 
2474, hypercitinews coronavirusupdates  breaking the university of cape coast has suspended lectures until further notice  more to come s , breaking, Negative 
2475, theayoblaq im in kaduna for the break and i need a job   im a 200lv student of the university of ibadan studying mathematics educ , break, Negative 
2476, iwashrren harvards top scientist busted building remote controlled virus for communist chinese wuhan university chinese spy busted s , top | virus | , Neutral 
2477, africafactszone university of ghana has suspended lectures social and religious gatherings and sporting activities after a student t , No Match, Neutral 
2478, 1 pm eastern update done with some university of racing thrown in these pictures are just a sample of whats avail  , No Match, Neutral 
2479, caminotv prototypes nike x off white   la air max 90 university red devrait arriv pendant lt dans la mme priode que la air jo , No Match, Neutral 
2480, nationbreaking university of nairobi has suspended classes over coronavirus after president kenyattas directive to all institutions , No Match, Neutral 
2481, minenhlek dear white students  please send the university emails for them to suspend the academic programme you literally have one , No Match, Neutral 
